>>> binPrimeFactor(13, 599)
599 [0, 0, -1, 0, -1, 0, 0, -1, 0, 0, 0, 1, 1] 5
599 [0, 0, 0, 0, 0, -1, 1, 1, 0, 0, 1, 0, -1] 5
599 [0, 0, 0, 0, 0, 1, -1, -1, 0, 0, -1, 0, 1] 5
599 [2, 0, 0, 0, 0, 0, 1, 1, -1, 0, 1, 0, -1] 5
599 [-2, 0, 0, 0, 0, 0, -1, -1, 1, 0, -1, 0, 1] 5
599 [-1, 0, 1, 1, 1, 0, -1, -1, 0, 0, -1, 0, 0] 6
599 [1, 0, -1, -1, -1, 0, 1, 1, 0, 0, 1, 0, 0] 6
599 [-1, 0, 1, 0, 0, 0, -1, -1, 1, 0, 0, 1, -1] 6
599 [1, 0, -1, 0, 0, 0, 1, 1, -1, 0, 0, -1, 1] 6
599 [2, 0, 0, -1, -1, 1, 1, 1, 0, -1, 0, 0, 0] 6
599 [-2, 0, 0, 1, 1, -1, -1, -1, 0, 1, 0, 0, 0] 6
599 [-2, 0, 0, -1, 1, 1, 0, 1, 0, 0, -1, -1, 0] 6
599 [2, 0, 0, 1, -1, -1, 0, -1, 0, 0, 1, 1, 0] 6
599 [-1, 0, 0, -1, 0, 1, 1, 1, 0, -1, -1, 0, 0] 6
599 [1, 0, 0, 1, 0, -1, -1, -1, 0, 1, 1, 0, 0] 6
599 [-1, 0, 0, -1, 0, 0, -1, 0, 1, 1, 1, 0, -1] 6
599 [1, 0, 0, 1, 0, 0, 1, 0, -1, -1, -1, 0, 1] 6
599 [0, 1, 1, -1, 1, 1, -1, 0, 0, -1, 0, 0, 0] 7
599 [0, -1, -1, 1, -1, -1, 1, 0, 0, 1, 0, 0, 0] 7
599 [2, -1, 1, -1, 1, 0, 0, 0, 0, 1, -1, 0, -1] 7
599 [-2, 1, -1, 1, -1, 0, 0, 0, 0, -1, 1, 0, 1] 7
599 [-2, -1, -1, -1, 0, 1, 1, 0, 0, 0, 1, 0, -1] 7
599 [2, 1, 1, 1, 0, -1, -1, 0, 0, 0, -1, 0, 1] 7
599 [0, 1, 1, -1, 0, 0, -1, 1, 1, 0, -1, 0, 0] 7
599 [0, -1, -1, 1, 0, 0, 1, -1, -1, 0, 1, 0, 0] 7
599 [3, -1, -1, 1, 0, 0, 1, -1, 1, 0, 0, 0, -1] 7
599 [-3, 1, 1, -1, 0, 0, -1, 1, -1, 0, 0, 0, 1] 7
599 [0, 1, 1, 0, 0, 1, 0, 0, 1, 0, -1, -1, -1] 7
599 [0, -1, -1, 0, 0, -1, 0, 0, -1, 0, 1, 1, 1] 7
599 [-2, -1, -1, 0, 0, 0, 1, 1, 0, 1, -1, -1, 0] 7
599 [2, 1, 1, 0, 0, 0, -1, -1, 0, -1, 1, 1, 0] 7
599 [1, 1, 0, 1, -1, -1, 1, 0, 1, 0, 0, -1, 0] 7
599 [-1, -1, 0, -1, 1, 1, -1, 0, -1, 0, 0, 1, 0] 7
599 [0, -1, 0, 1, 1, 1, 0, -1, -1, 0, 0, -1, 0] 7
599 [0, 1, 0, -1, -1, -1, 0, 1, 1, 0, 0, 1, 0] 7
599 [1, 1, 0, 1, -1, 0, 1, -1, 0, 0, 0, 1, -1] 7
599 [-1, -1, 0, -1, 1, 0, -1, 1, 0, 0, 0, -1, 1] 7
599 [0, -1, 0, 0, -1, 0, 1, 1, 1, 0, -1, -1, 0] 7
599 [0, 1, 0, 0, 1, 0, -1, -1, -1, 0, 1, 1, 0] 7
599 [2, 1, 0, 0, -1, 0, 0, 0, 1, 1, 1, -1, -1] 7
599 [-2, -1, 0, 0, 1, 0, 0, 0, -1, -1, -1, 1, 1] 7
599 [2, 0, -1, 1, 1, 0, -1, 1, 0, 0, 1, -1, 0] 7
599 [-2, 0, 1, -1, -1, 0, 1, -1, 0, 0, -1, 1, 0] 7
599 [0, 0, -1, 1, 1, 0, -1, 0, 0, 0, 1, 1, -1] 7
599 [0, 0, 1, -1, -1, 0, 1, 0, 0, 0, -1, -1, 1] 7
599 [1, 0, 1, 0, 0, -1, 0, 1, 1, 0, 1, -1, -1] 7
599 [-1, 0, -1, 0, 0, 1, 0, -1, -1, 0, -1, 1, 1] 7
599 [0, 0, -1, 0, 0, 0, 0, 1, 1, -1, 1, 1, -1] 7
599 [0, 0, 1, 0, 0, 0, 0, -1, -1, 1, -1, -1, 1] 7
599 [0, 0, 0, 1, 1, -1, 1, 1, -1, 0, 0, -1, 0] 7
599 [0, 0, 0, -1, -1, 1, -1, -1, 1, 0, 0, 1, 0] 7
599 [-2, 0, 0, 1, -1, 1, 1, 1, 0, -1, 0, 0, -1] 7
599 [2, 0, 0, -1, 1, -1, -1, -1, 0, 1, 0, 0, 1] 7
599 [0, 0, 0, 1, 1, -1, 0, 0, -1, 1, 1, 0, -1] 7
599 [0, 0, 0, -1, -1, 1, 0, 0, 1, -1, -1, 0, 1] 7
599 [0, 0, 0, 0, 1, 1, -1, 1, 1, -1, 0, 0, -1] 7
599 [0, 0, 0, 0, -1, -1, 1, -1, -1, 1, 0, 0, 1] 7
599 [-2, -1, -1, -1, -1, 1, 0, 0, 1, 1, -1, 0, 0] 8
599 [2, 1, 1, 1, 1, -1, 0, 0, -1, -1, 1, 0, 0] 8
599 [0, 1, 1, 0, 1, -1, -1, 1, 0, 1, 0, 0, -1] 8
599 [0, -1, -1, 0, -1, 1, 1, -1, 0, -1, 0, 0, 1] 8
599 [0, 1, 0, 1, -1, 1, 0, 1, -1, 0, 0, 1, -1] 8
599 [0, -1, 0, -1, 1, -1, 0, -1, 1, 0, 0, -1, 1] 8
599 [-3, 0, 1, -1, 1, 1, -1, 0, 1, 0, -1, 0, -1] 8
599 [3, 0, -1, 1, -1, -1, 1, 0, -1, 0, 1, 0, 1] 8
599 [-2, 0, -1, -1, 0, -1, 0, 1, 1, 1, 1, -1, 0] 8
599 [2, 0, 1, 1, 0, 1, 0, -1, -1, -1, -1, 1, 0] 8
599 [-2, 0, 1, -1, 0, 1, 0, 0, 1, -1, -1, 1, -1] 8
599 [2, 0, -1, 1, 0, -1, 0, 0, -1, 1, 1, -1, 1] 8
599 [2, -1, 1, 1, -1, 1, 0, -1, 0, 0, -1, 1, -1] 9
599 [-2, 1, -1, -1, 1, -1, 0, 1, 0, 0, 1, -1, 1] 9
599 [-2, -1, -1, -1, -1, 0, 1, 1, 1, 1, 0, 0, -1] 9
599 [2, 1, 1, 1, 1, 0, -1, -1, -1, -1, 0, 0, 1] 9
599 [1, 1, 1, 1, 0, 0, -1, -1, 1, 1, 0, -1, -1] 9
599 [-1, -1, -1, -1, 0, 0, 1, 1, -1, -1, 0, 1, 1] 9
599 [2, -1, 1, 0, -1, 1, 0, -1, 1, -1, 1, 0, -1] 9
599 [-2, -1, -1, 0, 1, 1, 0, -1, -1, 1, 1, 0, -1] 9
599 [2, 1, 1, 0, -1, -1, 0, 1, 1, -1, -1, 0, 1] 9
599 [-2, 1, -1, 0, 1, -1, 0, 1, -1, 1, -1, 0, 1] 9
599 [-1, -1, -1, 0, 0, 1, 1, -1, -1, 0, 1, 1, -1] 9
599 [1, 1, 1, 0, 0, -1, -1, 1, 1, 0, -1, -1, 1] 9
599 [1, 1, 0, -1, -1, 1, 1, 1, 1, 0, 0, -1, -1] 9
599 [-1, -1, 0, 1, 1, -1, -1, -1, -1, 0, 0, 1, 1] 9
599 [-1, -1, 0, 0, 1, 1, -1, -1, 0, 1, 1, -1, -1] 9
599 [1, 1, 0, 0, -1, -1, 1, 1, 0, -1, -1, 1, 1] 9
